3.333999999999796016e-01 1.000099999999906286e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 0.000000000000000000e+00 6.666999999999428939e-01
3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01 3.333999999999796016e-01
3.359999999999793152e-01 7.023999999999389621e-01 3.333999999999796016e-01 2.200000000000000133e-03 5.230000000000047111e-02 2.042999999999938199e-01 2.079999999999992966e-02 5.390000000000051694e-02 1.359999999999997322e-02 3.439999999999995839e-02 1.608999999999985997e-01 1.499999999999996475e-02 1.059999999999999137e-02 7.500000000000006661e-03
0.000000000000000000e+00 3.333999999999796016e-01 6.501999999999447111e-01 3.333999999999796016e-01 1.000099999999906286e+00 1.000099999999906286e+00 0.000000000000000000e+00 1.000099999999906286e+00 1.000099999999906286e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.381999999999790729e-01 1.349999999999997383e-02 0.000000000000000000e+00
2.739999999999988972e-02 3.333999999999796016e-01 4.220000000000018181e-02 9.366999999999131576e-01 3.333999999999796016e-01 1.800000000000000601e-03 2.789999999999988670e-02 4.080000000000014171e-02 4.540000000000027347e-02 3.910000000000009301e-02 4.170000000000016749e-02 4.300000000000020473e-02 3.299999999999991829e-02 3.940000000000010161e-02
6.666999999999428939e-01 3.333999999999796016e-01 6.222999999999477838e-01 3.333999999999796016e-01 6.666999999999428939e-01 3.333999999999796016e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 5.714999999999533786e-01 6.666999999999428939e-01
6.666999999999428939e-01 6.700999999999425194e-01 7.960000000000125309e-02 0.000000000000000000e+00 4.203999999999700199e-01 6.666999999999428939e-01 3.333999999999796016e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 1.378000000000011438e-01 6.666999999999428939e-01
6.666999999999428939e-01 3.333999999999796016e-01 0.000000000000000000e+00 1.000099999999906286e+00 0.000000000000000000e+00 6.666999999999428939e-01 6.666999999999428939e-01 3.333999999999796016e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 0.000000000000000000e+00 6.666999999999428939e-01
6.666999999999428939e-01 3.333999999999796016e-01 6.666999999999428939e-01 3.333999999999796016e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 3.333999999999796016e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01
6.666999999999428939e-01 4.495999999999668040e-01 9.560000000000171139e-02 2.175999999999923551e-01 1.097000000000021153e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 3.333999999999796016e-01 6.666999999999428939e-01 6.666999999999428939e-01 1.198000000000024046e-01 6.666999999999428939e-01
6.666999999999428939e-01 6.700999999999425194e-01 3.975999999999725310e-01 0.000000000000000000e+00 6.138999999999487089e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 3.333999999999796016e-01 6.666999999999428939e-01 4.445999999999673546e-01 6.666999999999428939e-01
6.666999999999428939e-01 0.000000000000000000e+00 1.000099999999906286e+00 0.000000000000000000e+00 1.000099999999906286e+00 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 3.333999999999796016e-01 1.000099999999906286e+00 6.666999999999428939e-01
1.574999999999989742e-01 4.948999999999618149e-01 3.160999999999815069e-01 3.112999999999820355e-01 3.046999999999827624e-01 3.587999999999768042e-01 3.489999999999778835e-01 3.291999999999800641e-01 2.983999999999834563e-01 3.394999999999789297e-01 3.303999999999799320e-01 3.410999999999787535e-01 3.333999999999796016e-01 3.602999999999766390e-01
6.666999999999428939e-01 3.403999999999788306e-01 9.999999999999995004e-03 7.050000000000099243e-02 1.000000000000000048e-04 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 6.666999999999428939e-01 5.400000000000001153e-03 3.333999999999796016e-01
