nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.555555555555556635e-02 nan nan nan nan nan 5.555555555555556635e-02 nan nan nan nan nan nan nan 5.555555555555556635e-02 nan nan nan nan nan nan nan 5.555555555555556635e-02 5.555555555555556635e-02 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.222222222222222654e-01 nan nan nan nan nan nan nan 2.015621063240111976e-01 nan nan nan nan 1.189767995240928050e-01 1.953125000000001110e-01 2.222222222222222654e-01 nan nan 1.586986708986312666e-01 2.081165452653486458e-01 1.133786848072562692e-01 nan nan nan nan nan 1.133786848072562692e-01 nan nan nan nan nan 1.189767995240928050e-01 nan 8.162432404856652390e-02 nan 5.555555555555556635e-02 nan 8.162432404856652390e-02 nan nan nan 1.189767995240928050e-01 1.349300050598752077e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.287857756626349048e-02 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 5.555555555555556635e-02 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.040420571254032159e-03 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 7.538571171101914742e-04 nan nan nan 2.222222222222222654e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.222222222222222654e-03 nan nan nan nan nan nan nan 2.746172338952939523e-02 nan 8.888888888888890616e-03 nan nan nan nan nan 4.883281083653082132e-05 nan 1.281333521802768913e-03 2.578050852850777966e-05 nan nan 1.826658450847482333e-04 5.555555555555556635e-02 nan 3.542130777826468790e-02 nan 4.866472374716977224e-03 nan nan nan 3.543602107783912214e-02 2.222222222222222654e-03 nan nan 3.542140907804784689e-02 nan nan 2.762437870998821904e-02 nan 1.853349196762466705e-02 nan 1.751665012830964582e-02 nan nan 7.122870121007993452e-03 nan 1.553712095209085382e-02 nan 1.243328897831289526e-01 nan nan nan 3.091555424656142539e-02 1.801306385147460193e-02 1.029503695785371625e-01 1.708585586167757353e-02 nan nan nan nan 6.172839506172853909e-03 nan 7.142115941482782282e-02 nan 2.222222222222223521e-03 nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.457992669025056351e-02 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.388888888888889159e-02 nan nan nan nan 2.222222222222222654e-01 nan nan nan nan nan nan 2.222222222222222654e-01 nan nan nan nan nan 2.222222222222222654e-01 3.615435004214111875e-02 nan nan nan nan 2.222222222222222654e-01 nan nan nan 1.243328897831289526e-01 3.298727264752254751e-02 2.219551014743806616e-01 nan 5.000000000000002220e-01 nan 2.222222222222222654e-01 2.222222222222222654e-01 nan nan nan nan 5.555555555555555247e-02 nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 2.222222222222222654e-01 nan nan nan nan nan nan nan 9.637211813152198048e-02 nan nan nan nan nan nan nan nan nan nan 2.222222222222222654e-01 2.222222222222222654e-01 nan nan nan nan nan 2.222222222222222654e-01 nan nan nan nan nan nan nan 2.222222222222222654e-01 nan nan nan nan nan nan nan 2.222222222222222654e-01 2.222222222222222654e-01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 1.709463027141824160e-02 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 4.535147392290254757e-03 nan nan nan nan nan nan nan nan nan nan 9.477223998685133100e-02 nan nan nan nan nan nan nan 1.284122638290509932e-01 nan nan nan nan nan nan nan 6.632548285573351850e-05 4.535147392290254757e-03 2.563916571521569071e-03 8.310441509253731207e-03 nan nan 2.141047384322551032e-04 nan nan 4.535147392290254757e-03 nan nan nan nan 9.861236674849643835e-02 3.472222222222222897e-03 1.543209876543212393e-03 nan nan 4.535147392290254757e-03 4.535147392290254757e-03 nan nan nan nan nan nan nan 9.846906187691423229e-02 3.611335767215697462e-03 nan 1.124667891715887685e-01 nan nan nan nan nan 2.454268987471013019e-02 2.454268987471013019e-02 1.497560095508425893e-01 1.261689418792544433e-02 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
